file_name,class,extension,readable,width,height,fps,frame_count,duration
NV_15.mp4,NonViolence,.mp4,True,1280,720,25.0,133,5.32
NV_150.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_151.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_152.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_153.mp4,NonViolence,.mp4,True,224,224,30.0,150,5.0
NV_154.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_155.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_156.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_157.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_158.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_159.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_16.mp4,NonViolence,.mp4,True,1280,720,25.0,115,4.6
NV_160.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_161.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_162.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_163.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_164.mp4,NonViolence,.mp4,True,224,224,30.0,150,5.0
NV_165.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_166.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_167.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_168.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_169.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_17.mp4,NonViolence,.mp4,True,1280,720,25.0,128,5.12
NV_170.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_171.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_172.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_173.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_174.mp4,NonViolence,.mp4,True,224,224,30.0,150,5.0
NV_175.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_176.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_177.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_178.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_179.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_18.mp4,NonViolence,.mp4,True,1280,720,30.0,144,4.8
NV_180.mp4,NonViolence,.mp4,True,640,360,25.0,108,4.32
NV_181.mp4,NonViolence,.mp4,True,640,360,25.0,108,4.32
NV_182.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_183.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_184.mp4,NonViolence,.mp4,True,224,224,30.0,150,5.0
NV_185.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_186.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_187.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_188.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_189.mp4,NonViolence,.mp4,True,224,224,25.0,50,2.0
NV_19.mp4,NonViolence,.mp4,True,1280,720,30.0,144,4.8
NV_190.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_191.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_192.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_193.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_194.mp4,NonViolence,.mp4,True,1080,1920,20.06,95,4.74
NV_195.mp4,NonViolence,.mp4,True,224,224,30.0,150,5.0
NV_196.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_197.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_198.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_199.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_2.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_20.mp4,NonViolence,.mp4,True,1280,720,30.0,150,5.0
NV_200.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_201.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_202.mp4,NonViolence,.mp4,True,640,360,25.0,113,4.52
NV_203.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_204.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_205.mp4,NonViolence,.mp4,True,640,360,25.0,115,4.6
NV_206.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_207.mp4,NonViolence,.mp4,True,640,360,25.0,150,6.0
NV_208.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_209.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_21.mp4,NonViolence,.mp4,True,1280,720,30.0,144,4.8
NV_210.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_211.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_212.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_213.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_214.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_215.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_216.mp4,NonViolence,.mp4,True,640,360,25.0,115,4.6
NV_217.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_218.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_219.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_22.mp4,NonViolence,.mp4,True,1280,720,30.0,120,4.0
NV_220.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_221.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_222.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_223.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_224.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_225.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_226.mp4,NonViolence,.mp4,True,854,480,29.97,161,5.37
NV_227.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_228.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_229.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_23.mp4,NonViolence,.mp4,True,1280,720,30.0,132,4.4
NV_230.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_231.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_232.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_233.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_234.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_235.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_236.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_237.mp4,NonViolence,.mp4,True,854,480,29.97,128,4.27
NV_238.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_239.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_24.mp4,NonViolence,.mp4,True,1280,720,30.0,111,3.7
NV_240.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_241.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_242.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_243.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_244.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_245.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_246.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_247.mp4,NonViolence,.mp4,True,854,480,29.97,135,4.5
NV_248.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_249.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_25.mp4,NonViolence,.mp4,True,1280,720,30.0,129,4.3
NV_250.mp4,NonViolence,.mp4,True,640,360,25.0,125,5.0
NV_251.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_252.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_253.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_254.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_255.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_256.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_257.mp4,NonViolence,.mp4,True,854,480,29.97,161,5.37
NV_258.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_259.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_26.mp4,NonViolence,.mp4,True,1280,720,30.0,129,4.3
NV_260.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_261.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_262.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_263.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_264.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_265.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_266.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_267.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_268.mp4,NonViolence,.mp4,True,1280,720,25.0,93,3.72
NV_269.mp4,NonViolence,.mp4,True,1280,720,25.0,108,4.32
NV_27.mp4,NonViolence,.mp4,True,1280,720,30.0,150,5.0
NV_270.mp4,NonViolence,.mp4,True,1280,720,25.0,105,4.2
NV_271.mp4,NonViolence,.mp4,True,1280,720,25.0,105,4.2
NV_272.mp4,NonViolence,.mp4,True,1280,720,25.0,95,3.8
NV_273.mp4,NonViolence,.mp4,True,1280,720,25.0,138,5.52
NV_274.mp4,NonViolence,.mp4,True,1280,720,25.0,108,4.32
NV_275.mp4,NonViolence,.mp4,True,1280,720,25.0,108,4.32
NV_276.mp4,NonViolence,.mp4,True,1280,720,25.0,125,5.0
NV_277.mp4,NonViolence,.mp4,True,1280,720,25.0,90,3.6
NV_278.mp4,NonViolence,.mp4,True,1280,720,25.0,105,4.2
NV_279.mp4,NonViolence,.mp4,True,1280,720,25.0,105,4.2
NV_28.mp4,NonViolence,.mp4,True,1280,720,30.0,120,4.0
NV_280.mp4,NonViolence,.mp4,True,224,224,30.0,150,5.0
NV_281.mp4,NonViolence,.mp4,True,1280,720,25.0,125,5.0
NV_282.mp4,NonViolence,.mp4,True,1280,720,25.0,100,4.0
NV_283.mp4,NonViolence,.mp4,True,1280,720,25.0,93,3.72
NV_284.mp4,NonViolence,.mp4,True,1280,720,25.0,105,4.2
NV_285.mp4,NonViolence,.mp4,True,1280,720,25.0,110,4.4
NV_286.mp4,NonViolence,.mp4,True,1280,720,25.0,163,6.52
NV_287.mp4,NonViolence,.mp4,True,1280,720,25.0,110,4.4
NV_288.mp4,NonViolence,.mp4,True,1280,720,25.0,133,5.32
NV_289.mp4,NonViolence,.mp4,True,1280,720,25.0,108,4.32
NV_29.mp4,NonViolence,.mp4,True,1280,720,30.0,123,4.1
NV_290.mp4,NonViolence,.mp4,True,1280,720,25.0,108,4.32
NV_291.mp4,NonViolence,.mp4,True,1280,720,25.0,118,4.72
NV_292.mp4,NonViolence,.mp4,True,1280,720,25.0,108,4.32
NV_293.mp4,NonViolence,.mp4,True,1280,720,25.0,140,5.6
NV_294.mp4,NonViolence,.mp4,True,1280,720,25.0,130,5.2
NV_295.mp4,NonViolence,.mp4,True,1280,720,29.97,132,4.4
NV_296.mp4,NonViolence,.mp4,True,1280,720,29.97,123,4.1
NV_297.mp4,NonViolence,.mp4,True,1280,720,29.97,114,3.8
NV_298.mp4,NonViolence,.mp4,True,1280,720,29.97,114,3.8
NV_299.mp4,NonViolence,.mp4,True,1280,720,29.97,135,4.5
NV_3.mp4,NonViolence,.mp4,True,1280,720,25.0,128,5.12
NV_30.mp4,NonViolence,.mp4,True,1280,720,30.0,132,4.4
NV_300.mp4,NonViolence,.mp4,True,640,360,30.0,159,5.3
NV_301.mp4,NonViolence,.mp4,True,640,360,30.0,174,5.8
NV_302.mp4,NonViolence,.mp4,True,1280,720,25.0,105,4.2
NV_303.mp4,NonViolence,.mp4,True,640,360,30.0,150,5.0
NV_304.mp4,NonViolence,.mp4,True,640,360,30.0,129,4.3
NV_305.mp4,NonViolence,.mp4,True,640,360,30.0,168,5.6
NV_306.mp4,NonViolence,.mp4,True,1280,720,29.97,144,4.8
NV_307.mp4,NonViolence,.mp4,True,1280,720,29.97,135,4.5
NV_308.mp4,NonViolence,.mp4,True,1280,720,29.97,141,4.7
NV_309.mp4,NonViolence,.mp4,True,1280,720,29.97,114,3.8
NV_31.mp4,NonViolence,.mp4,True,1280,720,30.0,123,4.1
NV_310.mp4,NonViolence,.mp4,True,640,360,29.97,117,3.9
NV_311.mp4,NonViolence,.mp4,True,640,360,29.97,150,5.0
NV_312.mp4,NonViolence,.mp4,True,1280,720,25.0,108,4.32
NV_313.mp4,NonViolence,.mp4,True,640,360,29.97,129,4.3
NV_314.mp4,NonViolence,.mp4,True,640,360,29.97,129,4.3
NV_315.mp4,NonViolence,.mp4,True,640,360,29.97,129,4.3
NV_316.mp4,NonViolence,.mp4,True,1280,720,25.0,115,4.6
NV_317.mp4,NonViolence,.mp4,True,1280,720,25.0,110,4.4
NV_318.mp4,NonViolence,.mp4,True,1280,720,25.0,103,4.12
NV_319.mp4,NonViolence,.mp4,True,1280,720,25.0,138,5.52
NV_32.mp4,NonViolence,.mp4,True,1280,720,30.0,126,4.2
NV_320.mp4,NonViolence,.mp4,True,1280,720,25.0,125,5.0
NV_321.mp4,NonViolence,.mp4,True,1280,720,25.0,93,3.72
NV_322.mp4,NonViolence,.mp4,True,1280,720,23.98,125,5.21
NV_323.mp4,NonViolence,.mp4,True,1280,720,23.98,125,5.21
NV_324.mp4,NonViolence,.mp4,True,1280,720,23.98,123,5.13
NV_325.mp4,NonViolence,.mp4,True,1280,720,23.98,120,5.0
NV_326.mp4,NonViolence,.mp4,True,1280,720,23.98,118,4.92
NV_327.mp4,NonViolence,.mp4,True,224,224,30.0,150,5.0
NV_328.mp4,NonViolence,.mp4,True,224,224,30.0,150,5.0
NV_329.mp4,NonViolence,.mp4,True,224,224,25.0,125,5.0
NV_33.mp4,NonViolence,.mp4,True,640,360,25.0,133,5.32
NV_330.mp4,NonViolence,.mp4,True,224,224,30.0,150,5.0
NV_331.mp4,NonViolence,.mp4,True,224,224,30.0,150,5.0
NV_332.mp4,NonViolence,.mp4,True,224,224,30.0,150,5.0
NV_333.mp4,NonViolence,.mp4,True,224,224,30.0,150,5.0
NV_334.mp4,NonViolence,.mp4,True,1280,720,25.0,85,3.4
NV_335.mp4,NonViolence,.mp4,True,1280,720,25.0,110,4.4
NV_336.mp4,NonViolence,.mp4,True,1280,720,29.97,108,3.6
NV_337.mp4,NonViolence,.mp4,True,640,360,25.0,110,4.4
NV_338.mp4,NonViolence,.mp4,True,640,360,29.97,180,6.01
NV_339.mp4,NonViolence,.mp4,True,640,360,25.0,120,4.8
NV_34.mp4,NonViolence,.mp4,True,640,360,25.0,133,5.32
NV_340.mp4,NonViolence,.mp4,True,640,360,29.97,123,4.1
NV_341.mp4,NonViolence,.mp4,True,640,360,29.97,132,4.4
NV_342.mp4,NonViolence,.mp4,True,640,360,29.97,135,4.5
NV_343.mp4,NonViolence,.mp4,True,640,360,29.97,111,3.7
NV_344.mp4,NonViolence,.mp4,True,640,360,29.97,141,4.7
NV_345.mp4,NonViolence,.mp4,True,640,360,29.97,135,4.5
NV_346.mp4,NonViolence,.mp4,True,640,360,29.97,153,5.11
NV_347.mp4,NonViolence,.mp4,True,640,360,29.97,132,4.4
NV_348.mp4,NonViolence,.mp4,True,640,360,29.97,123,4.1
NV_349.mp4,NonViolence,.mp4,True,640,360,29.97,147,4.9
NV_35.mp4,NonViolence,.mp4,True,640,360,30.0,123,4.1
NV_350.mp4,NonViolence,.mp4,True,640,360,29.97,159,5.31
NV_351.mp4,NonViolence,.mp4,True,640,360,29.97,204,6.81
NV_352.mp4,NonViolence,.mp4,True,640,360,29.97,114,3.8
NV_353.mp4,NonViolence,.mp4,True,1080,1920,30.03,119,3.96
NV_354.mp4,NonViolence,.mp4,True,1920,1080,12.36,36,2.91
NV_355.mp4,NonViolence,.mp4,True,1080,1920,19.35,73,3.77
NV_356.mp4,NonViolence,.mp4,True,1920,1080,24.86,104,4.18
NV_357.mp4,NonViolence,.mp4,True,1920,1080,25.36,70,2.76
NV_358.mp4,NonViolence,.mp4,True,1080,1920,19.42,78,4.02
NV_359.mp4,NonViolence,.mp4,True,1080,1920,24.91,86,3.45
NV_36.mp4,NonViolence,.mp4,True,640,360,30.0,135,4.5
NV_360.mp4,NonViolence,.mp4,True,1080,1920,18.28,133,7.27
NV_361.mp4,NonViolence,.mp4,True,1080,1920,20.72,124,5.99
NV_362.mp4,NonViolence,.mp4,True,1920,1080,16.1,77,4.78
NV_363.mp4,NonViolence,.mp4,True,1920,1080,12.49,128,10.25
NV_364.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_365.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_366.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_367.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_368.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_369.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_37.mp4,NonViolence,.mp4,True,640,360,25.0,120,4.8
NV_370.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_371.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_372.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_373.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_374.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_375.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_376.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_377.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_378.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_379.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_38.mp4,NonViolence,.mp4,True,640,360,30.0,132,4.4
NV_380.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_381.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_382.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_383.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_384.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_385.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_386.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_387.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_388.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_389.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_39.mp4,NonViolence,.mp4,True,640,360,25.0,115,4.6
NV_390.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_391.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_392.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_393.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_394.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_395.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_396.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_397.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_398.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_399.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_4.mp4,NonViolence,.mp4,True,1280,720,25.0,123,4.92
NV_40.mp4,NonViolence,.mp4,True,640,360,25.0,133,5.32
NV_400.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_401.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_402.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_403.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_404.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_405.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_406.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_407.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_408.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_409.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_41.mp4,NonViolence,.mp4,True,640,360,25.0,123,4.92
NV_410.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_411.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_412.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_413.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_414.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_415.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_416.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_417.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_418.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_419.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_42.mp4,NonViolence,.mp4,True,640,360,30.0,105,3.5
NV_420.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_421.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_422.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_423.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_424.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_425.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_426.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_427.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_428.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_429.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_43.mp4,NonViolence,.mp4,True,640,360,25.0,118,4.72
NV_430.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_431.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_432.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_433.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_434.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_435.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_436.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_437.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_438.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_439.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_44.mp4,NonViolence,.mp4,True,640,360,25.0,133,5.32
NV_440.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_441.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_442.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
NV_443.mp4,NonViolence,.mp4,True,224,224,11.0,55,5.0
